survived,class,sex,siblings_spouses,parents_children,fare,embarked,age,lifeboat,family_size,family_size_group,is_child,age_group
No,2nd,male,0,0,10.5,S,35,NS,1,alone,adult,adult
No,3rd,female,4,2,31.275,S,6,NS,7,medium,child,child
No,3rd,male,0,0,8.05,S,22,NS,1,alone,adult,young adult
No,1st,male,0,0,89.44748196202532,S,39,NS,1,alone,adult,adult
No,3rd,female,0,0,7.925,S,23,NS,1,alone,adult,young adult
No,2nd,male,1,1,37.0042,C,31,NS,3,small,adult,adult
No,3rd,male,0,0,6.45,S,43,NS,1,alone,adult,adult
No,3rd,male,3,2,27.9,S,11,NS,6,medium,child,child
Yes,1st,female,1,1,93.5,S,52,3,3,small,adult,adult
Yes,3rd,male,0,0,8.6625,S,29,15,1,alone,adult,young adult
No,1st,male,0,0,89.44748196202532,S,38,NS,1,alone,adult,adult
Yes,3rd,female,0,1,12.475,S,29,14,2,small,adult,young adult
No,3rd,male,4,1,39.6875,S,2,NS,6,medium,child,child
No,3rd,male,0,0,6.95,Q,42,NS,1,alone,adult,adult
No,3rd,male,0,0,56.4958,S,23,NS,1,alone,adult,young adult
Yes,2nd,male,0,2,37.0042,C,1,10,3,small,child,child
Yes,3rd,male,0,0,7.75,Q,19,15,1,alone,adult,young adult
Yes,1st,female,0,0,80,S,62,6,1,alone,adult,senior
Yes,3rd,female,1,0,14.4542,C,15,C,2,small,adult,young adult
Yes,2nd,male,1,1,18.75,S,0.75,4,3,small,child,child
No,3rd,male,0,0,7.2292,C,30,NS,1,alone,adult,adult
No,3rd,male,0,0,7.8542,S,23,NS,1,alone,adult,young adult
No,3rd,male,0,0,8.3,S,15,NS,1,alone,adult,young adult
Yes,1st,female,1,1,83.1583,C,39,14,3,small,adult,adult
No,3rd,male,0,0,8.6625,S,21,NS,1,alone,adult,young adult
No,3rd,male,0,0,8.05,S,20,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,56.4958,S,32,C,1,alone,adult,adult
Yes,1st,male,0,0,29.7,C,28,7,1,alone,adult,young adult
No,3rd,male,0,0,7.925,S,19,NS,1,alone,adult,young adult
No,2nd,male,0,0,10.5,S,16,NS,1,alone,adult,young adult
Yes,1st,female,0,0,31,C,30,4,1,alone,adult,adult
No,3rd,male,0,0,6.4375,C,30,NS,1,alone,adult,adult
No,3rd,male,0,0,8.6625,S,17,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.55,S,40,NS,1,alone,adult,adult
No,3rd,male,8,2,69.55,S,18,NS,11,large,adult,young adult
No,3rd,male,0,0,7.8958,C,35,NS,1,alone,adult,adult
No,2nd,male,0,1,33,S,39,NS,2,small,adult,adult
Yes,1st,female,1,0,89.1042,C,40,5,2,small,adult,adult
No,3rd,male,4,2,31.275,S,4,NS,7,medium,child,child
No,3rd,male,0,0,7.775,S,74,NS,1,alone,adult,senior
No,3rd,female,1,1,15.2458,C,7,NS,3,small,child,child
Yes,1st,female,0,1,39.4,S,16,9,2,small,adult,young adult
No,2nd,female,1,0,26,S,45,NS,2,small,adult,adult
Yes,3rd,female,0,1,9.35,S,18,13,2,small,adult,young adult
Yes,1st,female,1,1,164.8667,S,45,8,3,small,adult,adult
Yes,1st,male,0,0,26.55,S,51,A,1,alone,adult,adult
Yes,3rd,female,0,3,19.2583,C,24,C,4,small,adult,young adult
No,3rd,male,0,0,7.2292,C,30,NS,1,alone,adult,adult
No,3rd,male,2,0,14.1083,S,41,NS,3,small,adult,adult
No,2nd,male,1,0,11.5,S,20,NS,2,small,adult,young adult
Yes,1st,female,0,0,25.9292,S,46,8,1,alone,adult,adult
No,3rd,female,8,2,69.55,S,14,NS,11,large,child,child
No,2nd,male,0,0,13,S,24,NS,1,alone,adult,young adult
Yes,2nd,female,0,0,13,S,42,NA,1,alone,adult,adult
Yes,2nd,female,1,0,13.8583,C,27,12,2,small,adult,young adult
No,1st,male,0,0,50.4958,S,31,NS,1,alone,adult,adult
No,3rd,male,0,0,9.5,S,23,NS,1,alone,adult,young adult
Yes,3rd,male,1,1,11.1333,S,4,15,3,small,child,child
No,3rd,male,0,0,7.8958,S,26,NS,1,alone,adult,young adult
Yes,1st,female,1,1,52.5542,S,46,5,3,small,adult,adult
No,1st,male,0,0,5,S,33,NS,1,alone,adult,adult
No,3rd,male,0,0,9,S,46,NS,1,alone,adult,adult
Yes,2nd,female,1,0,24,C,28,10,2,small,adult,young adult
Yes,3rd,female,0,0,7.225,C,15,C,1,alone,adult,young adult
No,3rd,male,0,0,9.8458,S,19,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.8958,S,19,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.8958,S,23,NS,1,alone,adult,young adult
Yes,1st,female,0,1,83.1583,C,56,7,2,small,adult,adult
Yes,2nd,female,0,1,26,S,25,12,2,small,adult,young adult
No,3rd,male,0,0,7.8958,S,33,NS,1,alone,adult,adult
No,3rd,female,0,0,10.5167,S,22,NS,1,alone,adult,young adult
No,2nd,male,0,0,10.5,S,28,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.05,S,25,NS,1,alone,adult,young adult
No,3rd,female,0,5,29.125,Q,39,NS,6,medium,adult,adult
No,2nd,male,0,0,13,S,27,NS,1,alone,adult,young adult
Yes,1st,female,0,0,30,S,19,3,1,alone,adult,young adult
No,3rd,female,1,2,23.45,S,7,NS,4,small,child,child
Yes,1st,male,0,0,30,C,26,5,1,alone,adult,young adult
No,3rd,male,0,0,7.75,Q,43,NS,1,alone,adult,adult
No,3rd,male,0,0,7.8292,Q,19,NS,1,alone,adult,young adult
Yes,3rd,female,1,0,7,S,47,16,2,small,adult,adult
No,2nd,male,0,0,9.6875,Q,63,NS,1,alone,adult,senior
No,3rd,male,0,0,8.6625,S,27,NS,1,alone,adult,young adult
Yes,3rd,female,1,1,12.2875,S,22,15,3,small,adult,young adult
Yes,3rd,male,0,0,9.225,S,14,13,1,alone,child,child
No,3rd,female,0,0,7.6292,Q,35,NS,1,alone,adult,adult
Yes,2nd,male,1,1,29,S,26,13,3,small,adult,young adult
Yes,3rd,female,0,0,7.2292,C,18,C,1,alone,adult,young adult
No,3rd,male,2,0,24.15,S,21,NS,3,small,adult,young adult
No,3rd,male,0,0,7.8958,S,32,NS,1,alone,adult,adult
No,1st,male,0,0,26,S,46,NS,1,alone,adult,adult
Yes,1st,female,1,0,82.2667,S,23,7,2,small,adult,young adult
No,2nd,male,1,0,26,S,63,NS,2,small,adult,senior
Yes,1st,female,1,0,61.175,S,47,4,2,small,adult,adult
Yes,2nd,female,1,0,27.7208,C,24,11,2,small,adult,young adult
No,2nd,male,0,0,12.35,Q,35,NS,1,alone,adult,adult
No,3rd,male,0,0,7.225,C,21,NS,1,alone,adult,young adult
No,3rd,female,1,0,7.925,S,27,NS,2,small,adult,young adult
Yes,3rd,female,0,0,7.225,C,45,C,1,alone,adult,adult
No,1st,male,1,0,59.4,C,46,NS,2,small,adult,adult
Yes,3rd,male,0,1,3.1708,S,9,13,2,small,child,child
Yes,1st,female,0,0,31.6833,S,48,7,1,alone,adult,adult
Yes,1st,male,0,1,61.3792,C,21,A,2,small,adult,young adult
Yes,1st,female,1,3,262.375,C,48,4,5,medium,adult,adult
No,3rd,male,1,0,14.5,S,50,NS,2,small,adult,adult
Yes,1st,female,0,1,61.9792,C,22,5,2,small,adult,young adult
No,3rd,male,0,0,7.225,C,19,NS,1,alone,adult,young adult
No,1st,male,0,0,30.5,S,41,NS,1,alone,adult,adult
No,3rd,male,2,0,21.6792,C,17,NS,3,small,adult,young adult
No,2nd,male,1,0,26,S,50,NS,2,small,adult,adult
No,2nd,male,2,0,31.5,S,24,NS,3,small,adult,young adult
Yes,3rd,female,1,2,20.575,S,32,10,4,small,adult,adult
No,3rd,female,1,2,23.45,S,34,NS,4,small,adult,adult
Yes,1st,male,1,0,57.75,C,30,11,2,small,adult,adult
NA,3rd,male,0,0,7.2292,C,19,NA,1,alone,adult,young adult
Yes,3rd,female,0,0,8.05,S,26,C,1,alone,adult,young adult
No,3rd,female,0,0,8.6625,S,21,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,9.5,S,21,11,1,alone,adult,young adult
No,3rd,male,0,0,56.4958,S,28,NS,1,alone,adult,young adult
Yes,3rd,male,0,1,13.4167,C,39,15,2,small,adult,adult
No,1st,male,0,0,26.55,S,37,NS,1,alone,adult,adult
No,3rd,male,0,0,7.85,S,41,NS,1,alone,adult,adult
No,2nd,female,0,0,13,S,30,NS,1,alone,adult,adult
Yes,1st,female,1,0,52.5542,S,45,5,2,small,adult,adult
No,3rd,male,0,0,7.925,S,25,NS,1,alone,adult,young adult
Yes,1st,male,0,0,29.7,C,45,7,1,alone,adult,adult
No,3rd,male,0,0,7.75,Q,24,NS,1,alone,adult,young adult
Yes,1st,female,0,0,76.2917,C,59,8,1,alone,adult,adult
Yes,3rd,female,0,2,15.9,S,36,2,3,small,adult,adult
No,1st,male,1,0,60,S,24,NS,2,small,adult,young adult
No,2nd,male,0,0,15.0333,C,27,NS,1,alone,adult,young adult
Yes,2nd,female,2,1,23,S,20,4,4,small,adult,young adult
Yes,1st,female,3,2,263,S,28,10,6,medium,adult,young adult
No,2nd,male,0,0,15.5792,C,30,NS,1,alone,adult,adult
No,3rd,male,4,1,29.125,Q,10,NS,6,medium,child,child
No,3rd,male,0,0,7.8958,S,35,NS,1,alone,adult,adult
Yes,3rd,male,0,0,7.65,S,25,A,1,alone,adult,young adult
No,3rd,male,1,0,16.1,S,32,NS,2,small,adult,adult
Yes,1st,female,0,0,262.375,C,36,4,1,alone,adult,adult
No,3rd,male,0,0,7.8958,S,17,NS,1,alone,adult,young adult
No,2nd,male,0,0,13.5,S,32,NS,1,alone,adult,adult
No,3rd,male,0,0,7.75,S,18,NS,1,alone,adult,young adult
Yes,3rd,female,0,0,7.725,Q,22,13,1,alone,adult,young adult
Yes,1st,male,2,2,262.375,C,13,4,5,medium,child,child
No,2nd,female,0,0,21,S,30,NS,1,alone,adult,adult
No,3rd,female,0,0,7.8792,Q,17,NS,1,alone,adult,young adult
NA,1st,male,0,0,42.4,S,47,NA,1,alone,adult,adult
Yes,1st,male,0,0,28.5375,C,31,7,1,alone,adult,adult
Yes,1st,female,1,4,263,S,60,10,6,medium,adult,senior
Yes,3rd,female,0,0,7.75,Q,25,15,1,alone,adult,young adult
No,3rd,male,0,0,7.8958,S,21,NS,1,alone,adult,young adult
No,3rd,female,0,0,7.925,S,29,NS,1,alone,adult,young adult
No,1st,male,0,0,27.7208,C,36,NS,1,alone,adult,adult
Yes,1st,female,0,0,211.5,C,35,4,1,alone,adult,adult
No,1st,male,0,0,211.5,C,33,NS,1,alone,adult,adult
No,3rd,male,0,0,8.05,S,23,NS,1,alone,adult,young adult
Yes,1st,female,2,0,25.7,S,55,2,3,small,adult,adult
NA,2nd,male,0,0,13,S,30,NA,1,alone,adult,adult
No,3rd,female,0,0,7.75,Q,24,NS,1,alone,adult,young adult
No,3rd,male,1,1,15.2458,C,9,NS,3,small,child,child
No,1st,male,1,0,221.7792,S,67,NS,2,small,adult,senior
No,1st,male,0,0,26,S,49,NS,1,alone,adult,adult
No,3rd,male,0,0,7.8958,S,23,NS,1,alone,adult,young adult
No,2nd,male,0,0,10.7083,Q,30,NS,1,alone,adult,adult
No,3rd,male,1,0,14.4542,C,25,NS,2,small,adult,young adult
No,3rd,female,0,0,7.8792,Q,26,NS,1,alone,adult,young adult
Yes,3rd,female,0,0,8.05,S,18,C,1,alone,adult,young adult
No,3rd,female,0,0,7.75,Q,21,NS,1,alone,adult,young adult
Yes,2nd,male,1,1,23,S,2,14,3,small,child,child
Yes,3rd,female,1,0,13.9,S,22,16,2,small,adult,young adult
No,3rd,male,0,0,7.775,S,28,NS,1,alone,adult,young adult
Yes,1st,female,1,2,52,S,27,3,4,small,adult,young adult
No,3rd,male,0,0,8.05,S,32,NS,1,alone,adult,adult
No,1st,male,0,0,26,C,24,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,7.7958,S,25,13,1,alone,adult,young adult
Yes,1st,female,1,0,78.85,S,25,6,2,small,adult,young adult
No,3rd,male,0,0,7.925,S,29,NS,1,alone,adult,young adult
No,3rd,female,0,0,7.8542,S,20,NS,1,alone,adult,young adult
No,3rd,male,0,0,8.05,S,33,NS,1,alone,adult,adult
Yes,1st,female,1,0,55.4417,C,44,5,2,small,adult,adult
No,2nd,male,1,0,26,S,28,NS,2,small,adult,young adult
No,3rd,male,0,0,7.75,Q,20,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,7.775,S,26,15,1,alone,adult,young adult
Yes,3rd,female,1,1,8.5167,C,16,14,3,small,adult,young adult
No,3rd,male,0,0,22.525,S,28,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,7.8208,Q,21,13,1,alone,adult,young adult
Yes,3rd,male,0,0,7.75,Q,24,14,1,alone,adult,young adult
No,3rd,male,0,0,8.7125,S,37,NS,1,alone,adult,adult
NA,2nd,male,0,0,13,S,19,NA,1,alone,adult,young adult
No,2nd,male,0,0,15.0458,C,42,NS,1,alone,adult,adult
Yes,3rd,female,0,0,7.7792,Q,20,NA,1,alone,adult,young adult
No,1st,female,0,0,31.6792,C,36,NS,1,alone,adult,adult
No,3rd,female,0,0,7.2833,Q,22,NS,1,alone,adult,young adult
No,1st,female,1,0,221.7792,S,63,NS,2,small,adult,senior
No,3rd,male,1,0,14.4542,C,18,NS,2,small,adult,young adult
No,3rd,male,0,0,6.4375,C,34,NS,1,alone,adult,adult
Yes,3rd,female,1,1,16.7,S,1,13,3,small,child,child
No,1st,male,0,0,75.2417,C,36,A,1,alone,adult,adult
No,2nd,female,1,0,26,S,28,NS,2,small,adult,young adult
Yes,2nd,female,0,0,15.75,S,12,9,1,alone,child,child
No,3rd,male,1,0,7.75,Q,24,NS,2,small,adult,young adult
Yes,1st,female,1,0,57.75,C,35,11,2,small,adult,adult
No,3rd,male,0,0,7.25,S,28,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,7.75,Q,24,15,1,alone,adult,young adult
Yes,3rd,female,0,1,16.1,S,16,12,2,small,adult,young adult
No,3rd,male,0,0,7.7958,S,22,NS,1,alone,adult,young adult
Yes,3rd,female,2,0,23.25,Q,26,16,3,small,adult,young adult
No,2nd,male,0,0,13,S,42,NS,1,alone,adult,adult
NA,3rd,male,0,0,8.05,S,24,NA,1,alone,adult,young adult
No,3rd,male,0,0,8.05,S,32,NS,1,alone,adult,adult
Yes,1st,male,0,0,28.5,C,53,B,1,alone,adult,adult
No,3rd,female,0,4,25.4667,S,40,NS,5,medium,adult,adult
No,3rd,male,1,0,6.4375,C,31,NS,2,small,adult,adult
No,3rd,male,0,0,7.8958,S,43,NS,1,alone,adult,adult
No,3rd,male,0,0,7.8542,S,24,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.225,C,22,NS,1,alone,adult,young adult
No,2nd,male,0,0,13,S,26,NS,1,alone,adult,young adult
Yes,3rd,female,0,0,8.05,S,24,13,1,alone,adult,young adult
No,3rd,male,1,6,46.9,S,42,NS,8,large,adult,adult
No,3rd,female,5,2,46.9,S,12,NS,8,large,child,child
Yes,1st,female,0,0,151.55,S,33,8,1,alone,adult,adult
No,1st,male,1,3,262.375,C,61,NS,5,medium,adult,senior
No,2nd,male,0,0,26,S,28,NS,1,alone,adult,young adult
No,1st,male,0,0,26.55,S,42,NS,1,alone,adult,adult
No,3rd,male,3,0,18,S,31,NS,4,small,adult,adult
No,1st,male,0,0,51.8625,S,44,NS,1,alone,adult,adult
No,3rd,male,0,0,8.05,S,22,NS,1,alone,adult,young adult
No,1st,male,0,0,26.55,S,59,NS,1,alone,adult,adult
No,2nd,male,1,1,26,S,35,NS,3,small,adult,adult
NA,1st,female,0,1,83.1583,C,40,NA,2,small,adult,adult
No,3rd,male,0,0,7.8958,C,30,NS,1,alone,adult,adult
No,3rd,male,0,0,13.378473295454546,S,51,NS,1,alone,adult,adult
No,3rd,female,0,2,12.1833,S,36,NS,3,small,adult,adult
No,3rd,male,4,2,31.3875,S,13,NS,7,medium,child,child
Yes,3rd,male,0,0,7.55,S,19,D,1,alone,adult,young adult
Yes,1st,female,0,0,221.7792,S,31,8,1,alone,adult,adult
NA,3rd,female,0,0,7.8542,S,25,NA,1,alone,adult,young adult
No,1st,male,0,0,26.55,S,42,NS,1,alone,adult,adult
No,3rd,female,0,2,13.775,S,26,NS,3,small,adult,young adult
Yes,3rd,female,0,0,7.7333,Q,17,13,1,alone,adult,young adult
Yes,3rd,male,1,1,15.2458,C,8,C,3,small,child,child
Yes,2nd,female,0,0,13.5,S,26,9,1,alone,adult,young adult
No,3rd,male,0,0,7,S,32,NS,1,alone,adult,adult
No,2nd,male,0,0,13,S,28,NS,1,alone,adult,young adult
Yes,3rd,female,1,1,22.025,S,26,2,3,small,adult,young adult
NA,1st,male,0,0,50.4958,C,48,NA,1,alone,adult,adult
No,3rd,male,2,2,34.375,S,18,NS,5,medium,adult,young adult
Yes,1st,female,0,0,27.7208,C,36,5,1,alone,adult,adult
Yes,3rd,female,0,0,8.9625,S,22,C,1,alone,adult,young adult
No,3rd,male,0,0,7.55,S,26,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.225,C,27,NS,1,alone,adult,young adult
No,3rd,male,1,0,13.9,S,23,NS,2,small,adult,young adult
No,3rd,male,0,0,7.2292,C,20,NS,1,alone,adult,young adult
No,3rd,male,1,5,31.3875,S,40,NS,7,medium,adult,adult
Yes,2nd,female,0,2,39,S,15,14,3,small,adult,young adult
Yes,2nd,female,0,0,36.75,S,20,11,1,alone,adult,young adult
Yes,1st,male,1,0,55.4417,C,54,1,2,small,adult,adult
Yes,2nd,female,0,3,39,S,35,11,4,small,adult,adult
Yes,1st,female,0,2,83.1583,C,64,14,3,small,adult,senior
No,2nd,male,0,0,13,S,32,NS,1,alone,adult,adult
No,1st,male,1,1,83.1583,C,37,NS,3,small,adult,adult
Yes,1st,female,1,0,53.1,S,18,10,2,small,adult,young adult
No,3rd,male,0,0,7.75,Q,16,NS,1,alone,adult,young adult
Yes,1st,female,1,1,247.5208,C,27,6,3,small,adult,young adult
No,2nd,male,0,0,16,S,36,NS,1,alone,adult,adult
Yes,2nd,female,0,1,21,S,21,12,2,small,adult,young adult
No,3rd,male,2,0,8.05,S,17,NS,3,small,adult,young adult
No,3rd,female,8,2,69.55,S,10,NS,11,large,child,child
No,2nd,male,0,0,13,S,40,NS,1,alone,adult,adult
No,2nd,male,1,0,26,S,32,NS,2,small,adult,adult
Yes,1st,male,0,0,26,S,43,1,1,alone,adult,adult
No,3rd,male,1,1,14.5,S,9,NS,3,small,child,child
NA,2nd,male,0,0,12.35,Q,61,NA,1,alone,adult,senior
Yes,2nd,male,0,2,32.5,S,8,10,3,small,child,child
No,3rd,male,0,0,7.8542,S,33,NS,1,alone,adult,adult
Yes,1st,male,0,2,134.5,C,6,3,3,small,child,child
Yes,3rd,female,0,0,7.775,S,18,D,1,alone,adult,young adult
No,2nd,male,0,0,10.5,S,23,NS,1,alone,adult,young adult
No,3rd,female,0,0,8.1125,S,62,NS,1,alone,adult,senior
Yes,3rd,female,0,0,15.5,Q,34,16,1,alone,adult,adult
No,3rd,male,0,2,14.4,S,0.33,NS,3,small,child,child
No,1st,male,1,0,227.525,C,47,NS,2,small,adult,adult
Yes,2nd,female,1,1,26,S,8,11,3,small,child,child
No,2nd,male,0,0,10.5,S,30,NS,1,alone,adult,adult
Yes,1st,male,0,0,25.7417,C,29,7,1,alone,adult,young adult
No,3rd,female,0,0,7.75,Q,42,NS,1,alone,adult,adult
Yes,2nd,male,0,0,10.5,S,25,9,1,alone,adult,young adult
Yes,1st,female,0,0,27.7208,C,34,11,1,alone,adult,adult
No,3rd,male,0,0,7.8958,S,25,NS,1,alone,adult,young adult
No,3rd,male,0,0,22.525,S,33,NS,1,alone,adult,adult
Yes,3rd,male,0,0,7.05,S,34,15,1,alone,adult,adult
No,2nd,male,0,0,73.5,S,20,NS,1,alone,adult,young adult
No,2nd,female,1,0,26,S,60,NS,2,small,adult,senior
No,3rd,female,4,2,7.775,S,38,NS,7,medium,adult,adult
No,1st,male,0,0,42.5,S,42,NS,1,alone,adult,adult
No,3rd,female,0,0,7.8792,Q,20,NS,1,alone,adult,young adult
No,1st,male,1,1,164.8667,S,58,NS,3,small,adult,adult
Yes,1st,female,1,1,211.5,C,50,4,3,small,adult,adult
No,3rd,male,0,0,8.05,S,36,NS,1,alone,adult,adult
Yes,2nd,female,1,0,13.8583,C,30,12,2,small,adult,adult
No,3rd,male,0,0,8.05,S,21,NS,1,alone,adult,young adult
Yes,2nd,female,0,0,10.5,S,22,14,1,alone,adult,young adult
Yes,3rd,male,0,0,7.7958,S,21,13,1,alone,adult,young adult
Yes,1st,female,0,0,27.4458,C,53,6,1,alone,adult,adult
Yes,3rd,female,0,2,15.2458,C,24,C,3,small,adult,young adult
Yes,3rd,male,0,0,7.7958,S,23,13,1,alone,adult,young adult
No,3rd,female,0,0,7.75,Q,27,NS,1,alone,adult,young adult
No,3rd,male,0,0,15.1,S,39,NS,1,alone,adult,adult
No,2nd,male,0,0,13,S,36,NS,1,alone,adult,adult
No,2nd,male,0,0,65,S,14,NS,1,alone,child,child
Yes,1st,female,0,0,26.55,S,21,8,1,alone,adult,young adult
No,3rd,male,1,0,6.4958,S,21,NS,2,small,adult,young adult
No,3rd,male,0,0,7.8792,Q,21,NS,1,alone,adult,young adult
No,1st,male,1,0,71.2833,C,39,NS,2,small,adult,adult
No,3rd,male,0,0,7.8542,S,29,NS,1,alone,adult,young adult
No,1st,male,1,0,75.25,C,63,NS,2,small,adult,senior
No,3rd,male,0,0,7.225,C,20,NS,1,alone,adult,young adult
No,2nd,female,1,1,13,S,18,NS,3,small,adult,young adult
Yes,1st,female,1,0,106.425,C,48,2,2,small,adult,adult
Yes,1st,female,0,0,27.7208,C,55,6,1,alone,adult,adult
Yes,2nd,female,0,2,30,S,45,12,3,small,adult,adult
Yes,1st,male,1,1,134.5,C,45,3,3,small,adult,adult
Yes,3rd,male,0,0,7.8875,S,34,C,1,alone,adult,adult
No,3rd,male,1,2,23.45,S,8,NS,4,small,child,child
No,1st,male,1,0,51.8625,S,41,NS,2,small,adult,adult
No,2nd,female,0,0,21,S,28,NS,1,alone,adult,young adult
No,2nd,male,1,1,32.5,S,42,NS,3,small,adult,adult
Yes,2nd,female,1,0,26,S,29,10,2,small,adult,young adult
No,3rd,female,1,0,14.4542,C,20,NS,2,small,adult,young adult
Yes,2nd,female,1,2,27.75,S,0.83,10,4,small,child,child
Yes,3rd,male,0,0,7.925,S,20,15,1,alone,adult,young adult
No,1st,male,1,0,136.7792,C,27,NS,2,small,adult,young adult
No,3rd,male,0,0,9.325,S,24,NS,1,alone,adult,young adult
No,3rd,male,0,0,9.5,S,27,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.55,S,20,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.75,Q,22,NS,1,alone,adult,young adult
No,3rd,male,0,0,8.05,S,28,NS,1,alone,adult,young adult
Yes,2nd,female,0,0,13,S,19,12,1,alone,adult,young adult
Yes,3rd,male,0,0,7.775,S,21,15,1,alone,adult,young adult
Yes,3rd,male,1,0,17.4,S,36,15,2,small,adult,adult
No,3rd,male,0,0,7.8542,S,21,NS,1,alone,adult,young adult
Yes,2nd,female,0,2,23,S,29,14,3,small,adult,young adult
No,3rd,female,1,1,12.1833,S,1,NS,3,small,child,child
Yes,2nd,male,0,0,12.7375,C,34,14,1,alone,adult,adult
No,3rd,male,0,0,7.8958,S,44,NS,1,alone,adult,adult
NA,1st,male,0,0,89.44748196202532,S,40,NA,1,alone,adult,adult
No,3rd,male,0,0,7.55,S,30,NS,1,alone,adult,adult
Yes,3rd,female,0,0,8.05,S,27,C,1,alone,adult,young adult
No,3rd,male,0,0,8.6625,S,17,NS,1,alone,adult,young adult
No,1st,male,0,0,75.2417,C,46,NS,1,alone,adult,adult
No,3rd,male,0,0,7.75,Q,28,NS,1,alone,adult,young adult
Yes,1st,female,1,0,136.7792,C,26,4,2,small,adult,young adult
No,3rd,female,1,0,15.5,Q,18,NS,2,small,adult,young adult
No,3rd,male,0,0,7.225,C,20,NS,1,alone,adult,young adult
Yes,2nd,female,1,0,26,S,20,12,2,small,adult,young adult
No,2nd,male,0,0,10.5,S,28,NS,1,alone,adult,young adult
No,2nd,male,1,0,26,S,40,NS,2,small,adult,adult
No,2nd,male,1,0,21,S,45,NS,2,small,adult,adult
Yes,2nd,male,0,0,10.5,S,22,13,1,alone,adult,young adult
No,3rd,female,0,0,8.6625,S,23,NS,1,alone,adult,young adult
No,3rd,male,1,1,13.775,S,0.58,NS,3,small,child,child
No,3rd,female,0,0,7.75,Q,22,NS,1,alone,adult,young adult
Yes,3rd,female,1,1,15.2458,C,9,C,3,small,child,child
No,3rd,female,1,1,20.2125,S,2,NS,3,small,child,child
No,3rd,male,0,0,7.25,S,26,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.25,S,38,NS,1,alone,adult,adult
Yes,1st,male,1,0,82.2667,S,24,7,2,small,adult,young adult
No,3rd,male,0,0,7.2292,C,25,NS,1,alone,adult,young adult
No,3rd,male,0,0,8.05,S,22,NS,1,alone,adult,young adult
Yes,1st,male,0,0,39.6,S,36,A,1,alone,adult,adult
Yes,3rd,female,0,0,6.95,Q,30,15,1,alone,adult,adult
No,3rd,male,0,0,7.2292,C,20,NS,1,alone,adult,young adult
Yes,1st,male,1,1,81.8583,S,52,13,3,small,adult,adult
No,3rd,male,0,0,9.5,S,36,NS,1,alone,adult,adult
No,3rd,male,0,0,7.8958,S,26,NS,1,alone,adult,young adult
Yes,2nd,female,1,2,41.5792,C,1,14,4,small,child,child
No,3rd,male,2,0,21.6792,C,40,NS,3,small,adult,adult
No,1st,male,0,0,45.5,S,30,NS,1,alone,adult,adult
No,3rd,male,0,0,7.8542,S,29,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,7.775,S,32,A,1,alone,adult,adult
No,2nd,male,0,0,15.0458,C,25,NS,1,alone,adult,young adult
No,2nd,male,0,1,21,S,42,NS,2,small,adult,adult
No,3rd,male,0,0,8.6625,S,24,NS,1,alone,adult,young adult
Yes,3rd,female,0,0,7.75,Q,24,NA,1,alone,adult,young adult
Yes,1st,female,1,1,26.55,S,64,7,3,small,adult,senior
No,1st,male,1,2,151.55,S,30,NS,4,small,adult,adult
Yes,3rd,male,0,1,9.35,S,0.83,11,2,small,child,child
No,1st,male,1,1,93.5,S,55,NS,3,small,adult,adult
Yes,3rd,female,1,0,14.1083,S,45,11,2,small,adult,adult
No,3rd,male,0,0,8.6625,S,18,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,7.225,C,22,13,1,alone,adult,young adult
No,3rd,male,0,0,7.575,S,17,NS,1,alone,adult,young adult
No,3rd,female,0,0,7.75,Q,47,NS,1,alone,adult,adult
Yes,1st,female,0,0,135.6333,C,55,8,1,alone,adult,adult
No,3rd,female,0,0,7.7333,Q,17,NS,1,alone,adult,young adult
No,1st,male,1,0,146.5208,C,57,NS,2,small,adult,adult
No,2nd,male,0,0,10.5,S,18,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.8542,S,27,NS,1,alone,adult,young adult
No,2nd,male,2,0,31.5,S,22,NS,3,small,adult,young adult
No,3rd,male,0,0,7.775,S,26,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,7.2292,C,25,10,1,alone,adult,young adult
No,2nd,male,0,0,13,S,26,NS,1,alone,adult,young adult
No,1st,male,0,0,26.55,S,59,NS,1,alone,adult,adult
Yes,1st,female,0,0,211.3375,S,29,2,1,alone,adult,young adult
No,3rd,male,0,0,7.05,S,23,NS,1,alone,adult,young adult
Yes,2nd,female,2,1,39,S,12,13,4,small,child,child
